clusters_unsup_harmony,cell_ID
8,c_1_272_889
0,c_1_273_1130
0,c_1_273_1388
4,c_1_273_1519
0,c_1_273_1643
6,c_1_273_1699
4,c_1_273_188
0,c_1_273_2101
3,c_1_273_2103
0,c_1_273_2307
4,c_1_273_2371
1,c_1_273_2395
3,c_1_273_287
0,c_1_273_2933
3,c_1_273_3514
10,c_1_273_3555
2,c_1_273_3594
0,c_1_273_360
5,c_1_273_3648
12,c_1_273_3749
3,c_1_273_4060
0,c_1_273_514
3,c_1_273_528
6,c_1_273_725
1,c_1_273_752
9,c_1_273_822
0,c_1_273_918
5,c_1_274_1167
3,c_1_274_1325
6,c_1_274_1561
1,c_1_274_2831
1,c_1_274_2863
1,c_1_274_3118
0,c_1_274_3216
0,c_1_274_3243
5,c_1_274_3344
1,c_1_274_3475
0,c_1_274_3496
7,c_1_274_56
1,c_1_274_58
2,c_1_274_9
14,c_1_275_1018
0,c_1_275_64
0,c_1_275_689
2,c_1_275_901
1,c_1_286_1317
2,c_1_286_1875
3,c_1_286_2495
2,c_1_286_2639
10,c_1_286_2719
15,c_1_286_475
9,c_1_287_1171
4,c_1_287_1198
15,c_1_287_1213
0,c_1_287_1214
0,c_1_287_1272
2,c_1_287_1335
4,c_1_287_157
4,c_1_287_170
5,c_1_287_273
1,c_1_287_351
4,c_1_287_581
4,c_1_287_625
4,c_1_287_753
1,c_1_287_833
5,c_1_287_92
0,c_1_287_922
0,c_1_287_952
1,c_1_287_992
1,c_1_287_996
10,c_1_288_106
3,c_1_288_1263
0,c_1_288_1400
0,c_1_288_1564
3,c_1_288_1565
1,c_1_288_1886
8,c_1_288_2098
1,c_1_288_2130
4,c_1_288_2214
0,c_1_288_2265
3,c_1_288_260
1,c_1_288_2787
9,c_1_288_2955
0,c_1_288_299
3,c_1_288_2991
0,c_1_288_3187
8,c_1_288_3282
0,c_1_288_3325
5,c_1_288_3350
0,c_1_288_3426
3,c_1_288_3496
0,c_1_288_3555
3,c_1_288_3573
8,c_1_288_3577
1,c_1_288_381
0,c_1_288_475
9,c_1_288_496
3,c_1_288_51
4,c_1_288_536
3,c_1_288_636
4,c_1_288_85
1,c_1_288_900
3,c_1_288_912
3,c_1_288_923
7,c_1_289_1059
11,c_1_289_1137
7,c_1_289_1171
1,c_1_289_125
0,c_1_289_137
1,c_1_289_1503
1,c_1_289_1545
7,c_1_289_1557
7,c_1_289_1908
7,c_1_289_2324
0,c_1_289_2380
13,c_1_289_2620
1,c_1_289_2744
1,c_1_289_2822
4,c_1_289_2876
4,c_1_289_293
0,c_1_289_2953
4,c_1_289_3
0,c_1_289_53
10,c_1_289_75
11,c_1_289_913
6,c_1_290_1245
6,c_1_290_1441
3,c_1_290_1769
4,c_1_290_177
0,c_1_290_1847
0,c_1_290_2024
11,c_1_290_636
6,c_1_290_79
1,c_1_290_814
0,c_1_291_1058
0,c_1_291_209
11,c_1_291_225
0,c_1_291_2513
0,c_1_291_2542
1,c_1_291_337
0,c_1_291_731
1,c_1_291_972
9,c_1_292_1220
6,c_1_292_1436
14,c_1_292_1524
7,c_1_292_165
7,c_1_292_18
0,c_1_292_876
0,c_1_293_1042
5,c_1_293_1130
5,c_1_293_1173
7,c_1_293_1403
6,c_1_293_1471
1,c_1_293_1674
7,c_1_293_1881
2,c_1_293_1972
0,c_1_293_2510
4,c_1_293_2641
5,c_1_293_2710
6,c_1_293_298
0,c_1_293_3014
3,c_1_293_3184
1,c_1_293_3424
2,c_1_293_3604
12,c_1_293_3640
6,c_1_293_3691
0,c_1_293_3818
9,c_1_293_387
0,c_1_293_394
4,c_1_293_431
6,c_1_293_434
9,c_1_293_67
4,c_1_293_764
0,c_1_293_98
3,c_1_294_1052
8,c_1_294_111
2,c_1_294_14
10,c_1_294_1478
15,c_1_294_1482
2,c_1_294_1487
2,c_1_294_1686
0,c_1_294_1934
4,c_1_294_2175
2,c_1_294_2424
2,c_1_294_2499
2,c_1_294_2556
10,c_1_294_2916
5,c_1_294_2953
2,c_1_294_2985
2,c_1_294_3054
0,c_1_294_3176
2,c_1_294_3195
8,c_1_294_3497
5,c_1_294_3530
6,c_1_294_3659
11,c_1_294_3997
8,c_1_294_4023
10,c_1_294_4427
2,c_1_294_505
3,c_1_294_69
0,c_1_295_1206
0,c_1_295_1240
5,c_1_295_1310
2,c_1_295_1332
7,c_1_295_148
0,c_1_295_1683
3,c_1_295_175
7,c_1_295_1785
0,c_1_295_1973
3,c_1_295_2034
0,c_1_295_222
0,c_1_295_2589
1,c_1_295_30
2,c_1_295_3053
2,c_1_295_3168
4,c_1_295_3202
3,c_1_295_3216
2,c_1_295_3307
3,c_1_295_3480
2,c_1_295_3634
5,c_1_295_3802
1,c_1_295_3838
9,c_1_295_4
2,c_1_295_4133
5,c_1_295_4174
5,c_1_295_4192
4,c_1_295_424
2,c_1_295_4426
9,c_1_295_791
1,c_1_295_862
4,c_1_295_95
3,c_1_296_1964
1,c_1_296_744
1,c_1_306_1111
6,c_1_306_1335
9,c_1_306_2265
10,c_1_306_2302
17,c_1_306_233
2,c_1_306_2716
2,c_1_307_1223
1,c_1_307_1281
2,c_1_307_157
3,c_1_307_1572
1,c_1_307_1639
9,c_1_307_1650
2,c_1_307_174
2,c_1_307_1743
2,c_1_307_1749
5,c_1_307_1802
3,c_1_307_1913
2,c_1_307_2025
9,c_1_307_2068
3,c_1_307_297
2,c_1_307_356
9,c_1_307_712
1,c_1_307_837
2,c_1_307_856
10,c_1_307_920
8,c_1_307_946
2,c_1_308_1072
11,c_1_308_1150
2,c_1_308_1437
5,c_1_308_1512
6,c_1_308_1586
2,c_1_308_1595
15,c_1_308_1643
10,c_1_308_1704
2,c_1_308_1771
8,c_1_308_1855
3,c_1_308_1947
4,c_1_308_214
10,c_1_308_2153
2,c_1_308_2354
3,c_1_308_2423
0,c_1_308_2428
15,c_1_308_2483
9,c_1_308_2565
2,c_1_308_2636
0,c_1_308_2655
11,c_1_308_27
2,c_1_308_2725
2,c_1_308_283
2,c_1_308_2836
2,c_1_308_2976
10,c_1_308_3119
10,c_1_308_3128
2,c_1_308_3228
0,c_1_308_323
4,c_1_308_3253
10,c_1_308_3307
0,c_1_308_337
0,c_1_308_483
3,c_1_308_515
11,c_1_308_595
4,c_1_308_755
0,c_1_308_76
0,c_1_308_867
4,c_1_308_873
0,c_1_308_876
5,c_1_308_922
0,c_1_309_1131
10,c_1_309_1209
2,c_1_309_138
3,c_1_309_1452
0,c_1_309_148
0,c_1_309_1677
0,c_1_309_1817
0,c_1_309_1848
0,c_1_309_1875
1,c_1_309_1994
6,c_1_309_1997
0,c_1_309_2051
13,c_1_309_2122
1,c_1_309_2194
0,c_1_309_2315
17,c_1_309_2580
13,c_1_309_2647
2,c_1_309_2821
0,c_1_309_2852
0,c_1_309_2942
10,c_1_309_3
0,c_1_309_3049
0,c_1_309_3095
0,c_1_309_3100
0,c_1_309_3118
1,c_1_309_376
0,c_1_309_736
0,c_1_309_873
12,c_1_309_958
0,c_1_310_1172
13,c_1_310_1214
14,c_1_310_1281
1,c_1_310_1365
13,c_1_310_1423
1,c_1_310_356
13,c_1_310_686
1,c_1_310_756
7,c_1_310_834
7,c_1_311_1000
12,c_1_311_1191
6,c_1_311_1312
6,c_1_311_1335
0,c_1_311_482
6,c_1_311_553
0,c_1_311_704
6,c_1_312_1118
4,c_1_312_1448
7,c_1_312_1599
7,c_1_312_1708
0,c_1_312_461
0,c_1_312_977
0,c_1_313_1106
2,c_1_313_1107
1,c_1_313_1233
0,c_1_313_1268
3,c_1_313_1316
2,c_1_313_1411
0,c_1_313_1421
6,c_1_313_1440
2,c_1_313_1996
13,c_1_313_2013
7,c_1_313_2067
12,c_1_313_2310
7,c_1_313_2372
4,c_1_313_2829
0,c_1_313_3139
10,c_1_313_3366
6,c_1_313_3404
0,c_1_313_3617
0,c_1_313_364
2,c_1_313_414
4,c_1_313_55
0,c_1_313_886
13,c_1_313_900
1,c_1_314_1411
4,c_1_314_1426
8,c_1_314_1513
8,c_1_314_170
1,c_1_314_1770
0,c_1_314_1813
1,c_1_314_1931
2,c_1_314_2424
5,c_1_314_2426
9,c_1_314_2438
4,c_1_314_2441
6,c_1_314_2475
9,c_1_314_2553
9,c_1_314_2845
4,c_1_314_3569
11,c_1_314_3735
11,c_1_314_3797
3,c_1_314_383
3,c_1_314_392
3,c_1_314_3992
4,c_1_314_4219
4,c_1_314_4295
5,c_1_314_4380
3,c_1_314_4479
3,c_1_314_4540
12,c_1_314_464
4,c_1_314_476
3,c_1_314_487
0,c_1_315_1190
10,c_1_315_126
4,c_1_315_1545
3,c_1_315_179
4,c_1_315_1887
0,c_1_315_1950
10,c_1_315_23
4,c_1_315_2616
0,c_1_315_2826
2,c_1_315_322
1,c_1_315_3753
5,c_1_315_3817
2,c_1_315_3834
4,c_1_315_415
12,c_1_315_523
0,c_1_315_836
10,c_1_316_141
0,c_1_316_621
0,c_1_316_965
0,c_1_326_1032
4,c_1_326_1086
5,c_1_326_1103
3,c_1_326_1117
3,c_1_326_1141
0,c_1_326_120
4,c_1_326_2215
3,c_1_326_2282
5,c_1_326_3346
3,c_1_327_1002
1,c_1_327_1027
0,c_1_327_1180
1,c_1_327_1293
0,c_1_327_1304
0,c_1_327_1466
0,c_1_327_1746
3,c_1_327_1756
3,c_1_327_1786
11,c_1_327_1817
1,c_1_327_1959
5,c_1_327_204
0,c_1_327_386
0,c_1_327_454
0,c_1_327_460
2,c_1_327_47
16,c_1_327_592
8,c_1_327_593
3,c_1_327_72
0,c_1_327_902
0,c_1_327_904
1,c_1_328_106
2,c_1_328_1167
2,c_1_328_119
2,c_1_328_1286
2,c_1_328_1384
2,c_1_328_1466
10,c_1_328_1523
2,c_1_328_1550
2,c_1_328_1667
10,c_1_328_1703
2,c_1_328_1733
5,c_1_328_181
3,c_1_328_1813
2,c_1_328_1861
2,c_1_328_195
0,c_1_328_1968
5,c_1_328_1972
2,c_1_328_1990
2,c_1_328_220
2,c_1_328_386
2,c_1_328_429
1,c_1_328_470
10,c_1_328_610
2,c_1_328_696
3,c_1_328_880
0,c_1_328_969
3,c_1_329_11
0,c_1_329_1132
0,c_1_329_1164
2,c_1_329_1183
0,c_1_329_129
6,c_1_329_1301
1,c_1_329_1442
0,c_1_329_1449
3,c_1_329_1527
1,c_1_329_1618
1,c_1_329_1663
1,c_1_329_2000
1,c_1_329_2420
1,c_1_329_2520
6,c_1_329_2667
11,c_1_329_2706
0,c_1_329_2827
2,c_1_329_2884
9,c_1_329_2887
6,c_1_329_3000
6,c_1_329_3187
0,c_1_329_3297
1,c_1_329_3331
3,c_1_329_359
2,c_1_329_403
2,c_1_329_5
5,c_1_329_665
10,c_1_329_673
9,c_1_329_733
0,c_1_330_1362
7,c_1_330_176
1,c_1_330_186
0,c_1_330_2231
0,c_1_330_2366
4,c_1_330_2386
11,c_1_330_2536
1,c_1_330_2672
5,c_1_330_2774
1,c_1_330_2957
2,c_1_330_2971
1,c_1_330_3178
6,c_1_330_3390
2,c_1_330_3615
2,c_1_330_3679
1,c_1_330_372
3,c_1_330_3783
4,c_1_330_3820
0,c_1_330_414
0,c_1_330_436
1,c_1_330_71
10,c_1_330_843
0,c_1_331_1045
1,c_1_331_12
2,c_1_331_1247
2,c_1_331_1387
0,c_1_331_1410
2,c_1_331_1443
0,c_1_331_1606
2,c_1_331_1686
2,c_1_331_1730
2,c_1_331_1755
5,c_1_331_1852
2,c_1_331_1862
5,c_1_331_217
5,c_1_331_2359
5,c_1_331_2679
2,c_1_331_2752
5,c_1_331_2819
1,c_1_331_2826
1,c_1_331_2890
2,c_1_331_3017
2,c_1_331_3143
2,c_1_331_3623
10,c_1_331_3738
0,c_1_331_378
2,c_1_331_3858
5,c_1_331_489
0,c_1_331_55
0,c_1_331_640
10,c_1_331_687
6,c_1_331_939
1,c_1_332_1093
7,c_1_332_1333
0,c_1_332_1510
1,c_1_332_1524
0,c_1_332_1677
1,c_1_332_1719
12,c_1_332_1737
1,c_1_332_2021
7,c_1_332_203
7,c_1_332_2039
1,c_1_332_2120
7,c_1_332_2299
13,c_1_332_2305
6,c_1_332_2483
6,c_1_332_2519
7,c_1_332_2592
0,c_1_332_351
3,c_1_332_621
4,c_1_332_758
2,c_1_332_867
1,c_1_333_1017
2,c_1_333_1057
2,c_1_333_1167
17,c_1_333_1418
10,c_1_333_1536
0,c_1_333_1645
2,c_1_333_165
2,c_1_333_180
1,c_1_333_1869
2,c_1_333_1911
3,c_1_333_2049
2,c_1_333_2064
2,c_1_333_2072
2,c_1_333_215
5,c_1_333_2151
1,c_1_333_22
0,c_1_333_2620
0,c_1_333_2708
0,c_1_333_3021
10,c_1_333_3121
9,c_1_333_3195
6,c_1_333_3361
4,c_1_333_3566
1,c_1_333_3663
3,c_1_333_374
5,c_1_333_3758
10,c_1_333_378
6,c_1_333_4
17,c_1_333_820
6,c_1_333_902
3,c_1_333_98
3,c_1_333_994
2,c_1_334_1257
0,c_1_334_1394
2,c_1_334_1646
2,c_1_334_1823
4,c_1_334_2028
2,c_1_334_2081
2,c_1_334_2148
2,c_1_334_2547
15,c_1_334_2600
2,c_1_334_2717
4,c_1_334_2722
1,c_1_334_2850
3,c_1_334_2869
2,c_1_334_2912
9,c_1_334_2958
2,c_1_334_3044
2,c_1_334_3122
2,c_1_334_3147
4,c_1_334_3184
9,c_1_334_329
2,c_1_334_3321
2,c_1_334_3361
5,c_1_334_3568
3,c_1_334_3586
16,c_1_334_4041
4,c_1_334_56
2,c_1_334_636
4,c_1_334_68
11,c_1_334_694
4,c_1_334_922
4,c_1_334_93
2,c_1_334_998
10,c_1_335_1346
10,c_1_335_1571
6,c_1_335_1584
3,c_1_335_1873
0,c_1_335_1893
2,c_1_335_1923
0,c_1_335_1950
0,c_1_335_2046
9,c_1_335_2144
0,c_1_335_2306
3,c_1_335_2587
0,c_1_335_2742
4,c_1_335_2985
1,c_1_335_3151
0,c_1_335_3335
2,c_1_335_3646
2,c_1_335_3673
4,c_1_335_3877
2,c_1_335_3896
5,c_1_335_4092
13,c_1_335_814
2,c_1_335_818
6,c_1_336_1150
9,c_1_336_1683
0,c_1_336_2124
0,c_1_336_2308
0,c_1_336_2617
0,c_1_336_2919
0,c_1_336_3806
9,c_1_336_391
10,c_1_336_3950
1,c_1_336_3952
2,c_1_336_4077
4,c_1_347_1116
0,c_1_347_1117
2,c_1_347_1206
5,c_1_347_1280
4,c_1_347_130
1,c_1_347_1324
11,c_1_347_1363
5,c_1_347_140
4,c_1_347_1415
3,c_1_347_1456
11,c_1_347_1525
2,c_1_347_1585
1,c_1_347_1716
8,c_1_347_1759
3,c_1_347_1815
11,c_1_347_1940
3,c_1_347_2007
12,c_1_347_2117
2,c_1_347_215
3,c_1_347_2173
4,c_1_347_2192
2,c_1_347_23
9,c_1_347_2435
3,c_1_347_276
2,c_1_347_489
2,c_1_347_513
0,c_1_347_523
4,c_1_347_644
2,c_1_347_695
2,c_1_347_70
0,c_1_347_743
2,c_1_347_769
1,c_1_347_789
2,c_1_347_866
0,c_1_348_1002
5,c_1_348_126
4,c_1_348_1277
3,c_1_348_1441
2,c_1_348_1497
1,c_1_348_1870
3,c_1_348_1912
2,c_1_348_202
11,c_1_348_2037
0,c_1_348_2175
4,c_1_348_2229
1,c_1_348_2309
9,c_1_348_2700
5,c_1_348_2794
8,c_1_348_2813
5,c_1_348_2849
3,c_1_348_3039
0,c_1_348_3299
3,c_1_348_3394
3,c_1_348_3441
3,c_1_348_3668
3,c_1_348_367
3,c_1_348_3685
4,c_1_348_3704
1,c_1_348_3776
0,c_1_348_458
2,c_1_348_459
5,c_1_348_765
0,c_1_349_1087
0,c_1_349_1205
0,c_1_349_1532
0,c_1_349_1657
0,c_1_349_1976
2,c_1_349_2198
0,c_1_349_2346
0,c_1_349_2423
6,c_1_349_2650
10,c_1_349_2709
10,c_1_349_2811
3,c_1_349_2872
0,c_1_349_2879
9,c_1_349_2897
1,c_1_349_2964
1,c_1_349_3096
0,c_1_349_3141
3,c_1_349_3225
3,c_1_349_3322
2,c_1_349_3494
10,c_1_349_3551
0,c_1_349_3725
1,c_1_349_3739
4,c_1_349_3911
6,c_1_349_3978
0,c_1_349_532
0,c_1_349_612
7,c_1_349_873
1,c_1_350_1105
3,c_1_350_1444
0,c_1_350_1949
0,c_1_350_2060
2,c_1_350_2071
2,c_1_350_2177
0,c_1_350_2250
5,c_1_350_2265
0,c_1_350_2279
1,c_1_350_2398
10,c_1_350_2644
5,c_1_350_2647
0,c_1_350_2749
7,c_1_350_3028
11,c_1_350_3333
0,c_1_350_3425
3,c_1_350_551
6,c_1_350_568
4,c_1_350_579
10,c_1_350_696
13,c_1_350_906
5,c_1_351_1405
10,c_1_351_1541
0,c_1_351_1628
2,c_1_351_1744
4,c_1_351_1748
3,c_1_351_1797
0,c_1_351_182
1,c_1_351_1844
2,c_1_351_1913
4,c_1_351_2127
1,c_1_351_2142
2,c_1_351_2333
4,c_1_351_235
2,c_1_351_2399
2,c_1_351_2443
2,c_1_351_2466
4,c_1_351_2518
6,c_1_351_2550
2,c_1_351_2719
4,c_1_351_2980
4,c_1_351_3145
2,c_1_351_3312
2,c_1_351_3410
15,c_1_351_3441
8,c_1_351_3482
1,c_1_351_379
9,c_1_351_395
4,c_1_351_54
5,c_1_351_545
1,c_1_351_64
0,c_1_351_648
8,c_1_351_700
4,c_1_352_1399
4,c_1_352_1668
0,c_1_352_1748
4,c_1_352_1953
15,c_1_352_2080
4,c_1_352_2081
11,c_1_352_2183
8,c_1_352_2227
5,c_1_352_3006
11,c_1_352_3137
3,c_1_352_3153
1,c_1_352_3220
8,c_1_352_3440
11,c_1_352_3495
5,c_1_352_3639
5,c_1_352_3797
3,c_1_352_442
6,c_1_352_95
6,c_1_353_1477
0,c_1_353_1496
8,c_1_353_1656
3,c_1_353_214
3,c_1_353_2171
3,c_1_353_2226
4,c_1_353_3110
2,c_1_353_3349
8,c_1_353_3615
3,c_1_353_364
3,c_1_353_4016
2,c_1_353_41
8,c_1_353_4389
4,c_1_353_513
0,c_1_353_63
3,c_1_353_686
11,c_1_353_838
5,c_1_353_959
4,c_1_353_993
10,c_1_354_1217
2,c_1_354_1445
0,c_1_354_1494
1,c_1_354_204
11,c_1_354_2755
5,c_1_354_2830
0,c_1_354_3035
0,c_1_354_3068
0,c_1_354_3070
0,c_1_354_3153
4,c_1_354_3162
0,c_1_354_3208
5,c_1_354_44
2,c_1_354_55
9,c_1_354_637
2,c_1_354_682
5,c_1_354_914
0,c_1_354_930
3,c_1_363_1136
5,c_1_363_116
0,c_1_363_1253
0,c_1_363_1329
1,c_1_363_1379
8,c_1_363_1437
4,c_1_363_21
4,c_1_363_302
5,c_1_363_309
2,c_1_363_377
2,c_1_363_462
1,c_1_363_60
0,c_1_363_679
1,c_1_363_747
2,c_1_363_931
0,c_1_364_1095
2,c_1_364_1224
2,c_1_364_1445
2,c_1_364_1591
3,c_1_364_1798
3,c_1_364_1937
5,c_1_364_1976
2,c_1_364_2011
2,c_1_364_2155
0,c_1_364_2192
9,c_1_364_2370
0,c_1_364_2425
3,c_1_364_243
5,c_1_364_2465
2,c_1_364_2562
5,c_1_364_2748
2,c_1_364_2776
10,c_1_364_2805
2,c_1_364_2845
2,c_1_364_2900
1,c_1_364_2919
3,c_1_364_3039
2,c_1_364_3088
2,c_1_364_3164
4,c_1_364_3356
0,c_1_364_3458
9,c_1_364_3526
4,c_1_364_3603
2,c_1_364_3613
1,c_1_364_3625
3,c_1_364_414
1,c_1_364_557
9,c_1_364_840
4,c_1_365_1015
5,c_1_365_1101
8,c_1_365_1140
1,c_1_365_1228
3,c_1_365_1380
9,c_1_365_1514
4,c_1_365_1525
4,c_1_365_1617
3,c_1_365_1703
0,c_1_365_1716
8,c_1_365_1761
4,c_1_365_1805
2,c_1_365_183
11,c_1_365_195
3,c_1_365_1967
3,c_1_365_2066
0,c_1_365_2156
5,c_1_365_2157
4,c_1_365_2220
3,c_1_365_2431
3,c_1_365_2445
8,c_1_365_2453
11,c_1_365_2640
15,c_1_365_2697
5,c_1_365_2861
15,c_1_365_2866
4,c_1_365_2954
5,c_1_365_3062
1,c_1_365_3151
11,c_1_365_3169
3,c_1_365_3269
4,c_1_365_3337
3,c_1_365_3403
6,c_1_365_35
0,c_1_365_694
0,c_1_365_710
12,c_1_365_801
4,c_1_365_841
4,c_1_365_935
0,c_1_366_1086
0,c_1_366_1109
4,c_1_366_148
3,c_1_366_1853
8,c_1_366_1860
15,c_1_366_1893
5,c_1_366_1957
11,c_1_366_2048
0,c_1_366_2410
3,c_1_366_2419
3,c_1_366_2701
15,c_1_366_274
3,c_1_366_2765
3,c_1_366_2953
3,c_1_366_2958
5,c_1_366_3074
1,c_1_366_3099
4,c_1_366_3285
5,c_1_366_3439
3,c_1_366_3450
3,c_1_366_3470
1,c_1_366_3493
0,c_1_366_397
8,c_1_366_472
4,c_1_366_638
4,c_1_366_783
6,c_1_366_920
2,c_1_367_1127
0,c_1_367_1215
2,c_1_367_1240
10,c_1_367_1327
2,c_1_367_1460
2,c_1_367_1620
2,c_1_367_1694
3,c_1_367_1774
10,c_1_367_1861
1,c_1_367_1963
11,c_1_367_2037
6,c_1_367_2062
2,c_1_367_2131
2,c_1_367_2157
0,c_1_367_2161
1,c_1_367_2333
2,c_1_367_2343
3,c_1_367_2366
1,c_1_367_2423
4,c_1_367_264
2,c_1_367_2675
2,c_1_367_2697
2,c_1_367_2719
0,c_1_367_2959
2,c_1_367_2967
6,c_1_367_349
11,c_1_367_431
17,c_1_367_472
9,c_1_367_529
2,c_1_367_59
16,c_1_367_625
2,c_1_367_723
2,c_1_367_732
2,c_1_367_813
2,c_1_367_932
3,c_1_368_1053
1,c_1_368_1092
10,c_1_368_1152
1,c_1_368_1273
1,c_1_368_1282
11,c_1_368_13
3,c_1_368_1422
0,c_1_368_1514
0,c_1_368_1593
0,c_1_368_1783
10,c_1_368_1976
3,c_1_368_2019
1,c_1_368_2030
3,c_1_368_2077
0,c_1_368_2390
2,c_1_368_2397
2,c_1_368_260
10,c_1_368_2673
1,c_1_368_2793
10,c_1_368_2805
1,c_1_368_2909
0,c_1_368_3006
0,c_1_368_3095
4,c_1_368_636
7,c_1_368_773
6,c_1_368_791
7,c_1_368_814
7,c_1_368_915
0,c_1_368_997
10,c_1_369_1073
3,c_1_369_1074
5,c_1_369_1368
4,c_1_369_1517
10,c_1_369_1916
3,c_1_369_1978
2,c_1_369_2074
5,c_1_369_2292
3,c_1_369_2432
2,c_1_369_2448
11,c_1_369_2649
2,c_1_369_2748
0,c_1_369_2883
0,c_1_369_3154
2,c_1_369_3176
3,c_1_369_3344
4,c_1_369_3385
10,c_1_369_3396
10,c_1_369_3494
0,c_1_369_546
4,c_1_369_586
4,c_1_369_763
6,c_1_369_802
4,c_1_369_910
0,c_1_370_1030
8,c_1_370_1031
4,c_1_370_1311
4,c_1_370_1800
3,c_1_370_1810
1,c_1_370_1972
2,c_1_370_75
0,c_1_370_81
1,c_1_374_1029
0,c_1_374_1108
5,c_1_374_1218
3,c_1_374_1234
1,c_1_374_1312
3,c_1_374_1333
1,c_1_374_1528
0,c_1_374_1697
1,c_1_374_1709
3,c_1_374_197
9,c_1_374_199
3,c_1_374_250
3,c_1_374_251
3,c_1_374_303
4,c_1_374_394
3,c_1_374_400
3,c_1_374_419
3,c_1_374_547
1,c_1_374_555
3,c_1_374_714
3,c_1_374_752
1,c_1_374_838
3,c_1_374_999
3,c_1_375_1121
0,c_1_375_1125
0,c_1_375_1240
4,c_1_375_1349
0,c_1_375_1351
0,c_1_375_1529
5,c_1_375_1586
1,c_1_375_1744
0,c_1_375_1900
4,c_1_375_2012
4,c_1_375_2101
1,c_1_375_2138
0,c_1_375_2172
0,c_1_375_2410
4,c_1_375_2545
0,c_1_375_2692
1,c_1_375_2711
1,c_1_375_2737
1,c_1_375_2748
0,c_1_375_2800
1,c_1_375_2953
0,c_1_375_3070
0,c_1_375_3138
1,c_1_375_3166
10,c_1_375_3248
11,c_1_375_54
4,c_1_375_57
0,c_1_375_574
0,c_1_375_728
3,c_1_375_769
4,c_1_375_808
9,c_1_375_961
0,c_1_376_117
0,c_1_376_123
8,c_1_376_1315
7,c_1_376_2138
0,c_1_376_2182
7,c_1_376_2327
13,c_1_376_2408
9,c_1_376_244
12,c_1_376_2517
0,c_1_376_2553
12,c_1_376_2622
1,c_1_376_282
1,c_1_376_355
4,c_1_376_632
0,c_1_376_853
0,c_1_376_926
0,c_1_377_1261
1,c_1_377_1665
0,c_1_377_1688
1,c_1_377_1690
10,c_1_377_1698
1,c_1_377_1864
1,c_1_377_1983
17,c_1_377_1988
0,c_1_377_2079
0,c_1_377_2108
1,c_1_377_2162
0,c_1_377_2242
2,c_1_377_2254
6,c_1_377_2320
2,c_1_377_2408
1,c_1_377_2465
7,c_1_377_2467
4,c_1_377_2533
6,c_1_377_2568
2,c_1_377_2633
5,c_1_377_2641
1,c_1_377_2666
5,c_1_377_2710
3,c_1_377_2769
0,c_1_377_2836
0,c_1_377_2861
0,c_1_377_2892
1,c_1_377_2894
0,c_1_377_2936
0,c_1_377_3029
0,c_1_377_312
0,c_1_377_322
10,c_1_377_3284
1,c_1_377_3294
0,c_1_377_509
0,c_1_377_576
3,c_1_377_870
0,c_1_377_968
9,c_1_377_995
3,c_1_378_1246
1,c_1_378_1272
17,c_1_378_1593
11,c_1_378_1616
2,c_1_378_1723
5,c_1_378_1829
1,c_1_378_1854
3,c_1_378_2293
0,c_1_378_2345
1,c_1_378_2363
11,c_1_378_2443
4,c_1_378_2803
4,c_1_378_2859
3,c_1_378_304
8,c_1_378_3107
0,c_1_378_3255
8,c_1_378_3379
1,c_1_378_3439
4,c_1_378_422
3,c_1_378_467
1,c_1_378_527
0,c_1_378_55
0,c_1_378_644
5,c_1_378_744
12,c_1_378_796
4,c_1_378_855
4,c_1_378_956
0,c_1_379_1326
5,c_1_379_1413
4,c_1_379_15
3,c_1_379_1529
11,c_1_379_1575
3,c_1_379_1624
3,c_1_379_167
11,c_1_379_1735
1,c_1_379_1753
4,c_1_379_1801
0,c_1_379_1933
4,c_1_379_2207
0,c_1_379_2517
0,c_1_379_2523
3,c_1_379_2809
3,c_1_379_3216
5,c_1_379_341
4,c_1_379_65
3,c_1_382_1006
6,c_1_382_1023
0,c_1_382_108
0,c_1_382_1173
1,c_1_382_1264
17,c_1_382_1362
0,c_1_382_387
1,c_1_382_414
0,c_1_382_418
0,c_1_382_461
2,c_1_382_473
0,c_1_382_577
0,c_1_382_610
7,c_1_382_787
1,c_1_382_884
0,c_1_382_964
0,c_1_383_1053
5,c_1_383_108
0,c_1_383_1246
3,c_1_383_1275
3,c_1_383_155
11,c_1_383_1555
11,c_1_383_159
0,c_1_383_1592
4,c_1_383_1630
0,c_1_383_1808
3,c_1_383_1935
0,c_1_383_1977
1,c_1_383_1978
0,c_1_383_1987
1,c_1_383_2066
5,c_1_383_2153
1,c_1_383_2232
4,c_1_383_2235
1,c_1_383_2313
11,c_1_383_2423
1,c_1_383_2486
2,c_1_383_2663
4,c_1_383_277
1,c_1_383_2896
0,c_1_383_2965
11,c_1_383_3043
3,c_1_383_3173
17,c_1_383_3181
2,c_1_383_3353
17,c_1_383_3388
2,c_1_383_3441
6,c_1_383_3450
3,c_1_383_460
4,c_1_383_470
1,c_1_383_48
1,c_1_383_498
6,c_1_383_564
17,c_1_383_628
0,c_1_383_671
3,c_1_383_812
0,c_1_383_816
0,c_1_383_918
0,c_1_383_92
1,c_1_383_932
5,c_1_205_1026
3,c_1_205_1341
9,c_1_205_1667
10,c_1_205_2310
5,c_1_205_2832
3,c_1_205_2925
2,c_1_205_2943
10,c_1_205_3298
2,c_1_205_3425
9,c_1_205_3462
