cluster_id,annot_export_label,annot_export_label_with_cluster,annot_export_status,annot_export_reason,annot_export_malignant_flag,annot_export_tumor_like_label,annot_label,annot_label_with_cluster,annot_status,annot_stop_reason,annot_path,annot_level,annot_confidence,annot_score,annot_raw_score,annot_branch_supported_raw_score,annot_margin,annot_final_call_margin,annot_second_best_call,annot_second_best_call_score,annot_unresolved_candidate_label,annot_unresolved_candidate_score,annot_unresolved_candidate_raw_score,annot_integrated_label,annot_integrated_status,annot_integrated_reason,annot_integrated_source,annot_integrated_normal_state,annot_integrated_malignant_state,annot_malignant_name,annot_malignant_label,annot_malignant_label_concise,annot_malignant_status,annot_malignant_reason,annot_malignant_status_score,annot_malignant_raw_score,annot_malignant_decision_score,annot_malignant_specificity_score,annot_malignant_margin,annot_malignant_normal_raw_delta,annot_malignant_normal_raw_delta_pass,annot_malignant_reporting_blocked,annot_l1_label,annot_l1_score,annot_l1_parent_label,annot_l1_positive_score,annot_l1_negative_score,annot_l1_marker_source,annot_l1_score_status,annot_l1_branch_supported_raw_score,annot_l1_markers_present,annot_l1_markers_total,annot_l1_markers_present_fraction,annot_l1_markers_detection_support_fraction,annot_l1_negative_markers_present,annot_l1_negative_markers_total,annot_l1_negative_markers_present_fraction,annot_l1_used_fallback_marker_set,annot_l1_control_fallback_used,annot_l1_median_controls_per_positive_marker,annot_l1_median_controls_per_negative_marker,annot_l1_sibling_specificity_score,annot_l1_program_robust_zscore,annot_l1_raw_score,annot_l2_label,annot_l2_score,annot_l2_parent_label,annot_l2_positive_score,annot_l2_negative_score,annot_l2_marker_source,annot_l2_score_status,annot_l2_branch_supported_raw_score,annot_l2_markers_present,annot_l2_markers_total,annot_l2_markers_present_fraction,annot_l2_markers_detection_support_fraction,annot_l2_negative_markers_present,annot_l2_negative_markers_total,annot_l2_negative_markers_present_fraction,annot_l2_used_fallback_marker_set,annot_l2_control_fallback_used,annot_l2_median_controls_per_positive_marker,annot_l2_median_controls_per_negative_marker,annot_l2_sibling_specificity_score,annot_l2_program_robust_zscore,annot_l2_raw_score,annot_l3_label,annot_l3_score,annot_l3_parent_label,annot_l3_positive_score,annot_l3_negative_score,annot_l3_marker_source,annot_l3_score_status,annot_l3_branch_supported_raw_score,annot_l3_markers_present,annot_l3_markers_total,annot_l3_markers_present_fraction,annot_l3_markers_detection_support_fraction,annot_l3_negative_markers_present,annot_l3_negative_markers_total,annot_l3_negative_markers_present_fraction,annot_l3_used_fallback_marker_set,annot_l3_control_fallback_used,annot_l3_median_controls_per_positive_marker,annot_l3_median_controls_per_negative_marker,annot_l3_sibling_specificity_score,annot_l3_program_robust_zscore,annot_l3_raw_score
2,tumor_like_transformed_goblet_mucinous_like.Stem/TA-like,tumor_like_transformed_goblet_mucinous_like.Stem_TA_like_2,tumor_like,malignant_integrated_label,True,tumor_like_transformed_goblet_mucinous_like.Stem/TA-like,Stem/TA-like,Stem_TA_like_2,assigned,leaf_reached,Intestinal epithelial > Stem/TA-like,2,high,2.438123715900286,0.43093571879148806,0.43093571879148806,2.3992048810028432,2.3992048810028432,CD8 T cell,0.03891883489744288,,,,tumor_like_transformed_goblet_mucinous_like.Stem/TA-like,tumor_like,malignant_flag_over_normal,combined,strong,strong,goblet_mucinous_like,transformed_goblet_mucinous_like,transformed_goblet_mucinous_like,strong,malignant_status_pass_state_specific,0.6997872194414312,0.5821276441144565,1.518136023445575,3.0195344530991717,2.3355518105941777,0.15119192532296843,True,False,Mural,0.2647182273200871,,0.4504783253708597,-0.5599728220261195,effective,ok,0.751565968463187,5,5,1.0,1.0,2,2,1.0,False,False,100.0,100.0,0.2647182273200871,1.011106381791247,0.7304647363839194,Pericyte,1.0435089064023153,Mural,0.7717976740397773,-0.03791259371267095,effective,ok,0.7907539708961128,2,2,1.0,1.0,6,6,1.0,False,False,100.0,100.0,1.0435089064023153,1.0435089064023153,0.7907539708961128,CD4 T cell,1.6302531549417951,T cell,0.3262346169941353,-0.031234997528776343,effective,ok,0.3418521157585235,3,3,1.0,0.6666666666666666,2,2,1.0,False,False,100.0,100.0,1.9563037859301542,2.5267099397774033,0.3418521157585235
19,tumor_like_transformed_goblet_mucinous_like.Stem/TA-like,tumor_like_transformed_goblet_mucinous_like.Stem_TA_like_19,tumor_like,malignant_integrated_label,True,tumor_like_transformed_goblet_mucinous_like.Stem/TA-like,Stem/TA-like,Stem_TA_like_19,assigned,leaf_reached,Intestinal epithelial > Stem/TA-like,2,high,1.2097809616875332,0.4559314025839548,0.4559314025839548,1.2179506268183131,1.2179506268183131,CD8 T cell,-0.008169665130779895,,,,tumor_like_transformed_goblet_mucinous_like.Stem/TA-like,tumor_like,malignant_flag_over_normal,combined,strong,strong,goblet_mucinous_like,transformed_goblet_mucinous_like,transformed_goblet_mucinous_like,strong,malignant_status_pass_state_specific,0.76831523623225,0.6546867207164999,2.6020019379709263,5.298632227617928,4.326641448309516,0.1987553181325451,True,False,Intestinal epithelial,3.4071115351291406,,0.45255617536044346,-0.07762074180784337,effective,ok,0.5330295748789179,6,6,1.0,0.8333333333333334,4,4,1.0,False,False,100.0,100.0,3.7168489474136077,2.8807030150160577,0.49136654626436516,Stem/TA-like,2.340555300342901,Intestinal epithelial,0.560024185557971,0.20818556594803228,effective,ok,0.4559314025839548,4,4,1.0,1.0,1,1,1.0,False,False,100.0,100.0,2.340555300342901,11.837275968150434,0.4559314025839548,Dendritic cell,1.1863796687780033,Myeloid,-0.07485739711301188,0.7332171708313249,effective,ok,-0.4414659825286743,5,5,1.0,0.8,2,2,1.0,False,False,100.0,100.0,1.3181996319755591,-1.249525625345054,-0.4414659825286743
3,tumor_like_transformed_goblet_mucinous_like.Stem/TA-like,tumor_like_transformed_goblet_mucinous_like.Stem_TA_like_3,tumor_like,malignant_integrated_label,True,tumor_like_transformed_goblet_mucinous_like.Stem/TA-like,Stem/TA-like,Stem_TA_like_3,assigned,leaf_reached,Intestinal epithelial > Stem/TA-like,2,high,0.9522429673485128,0.3351936130471889,0.3351936130471889,0.9490338337598789,0.9490338337598789,CD8 T cell,0.0032091335886338546,,,,tumor_like_transformed_goblet_mucinous_like.Stem/TA-like,tumor_like,malignant_flag_over_normal,combined,strong,strong,goblet_mucinous_like,transformed_goblet_mucinous_like,transformed_goblet_mucinous_like,strong,malignant_status_pass_state_specific,0.6779052868676033,0.5938934477260538,1.5302753762165506,2.9655661854827438,2.2477053531258075,0.25869983467886487,True,False,Intestinal epithelial,2.7293470491727474,,0.35199914453026665,-0.09658731577445655,effective,ok,0.4110178231483925,6,6,1.0,0.8333333333333334,4,4,1.0,False,False,100.0,100.0,2.9774695081884515,2.559646990556379,0.40029280241749493,Stem/TA-like,5.448905711563483,Intestinal epithelial,0.48953592593248485,0.11720041428199357,effective,ok,0.43093571879148806,4,4,1.0,1.0,1,1,1.0,False,False,100.0,100.0,5.448905711563483,11.181581479040892,0.43093571879148806,Dendritic cell,1.0249913740982786,Myeloid,-0.1273055289356515,0.6714669197433248,effective,ok,-0.4630389888073139,5,5,1.0,0.8,2,2,1.0,False,False,100.0,100.0,1.1388793045536427,-1.2984007817869865,-0.4630389888073139
16,Fibroblast,Fibroblast_16,resolved,resolved,False,,Fibroblast,Fibroblast_16,assigned,leaf_reached,Fibroblast,1,high,1.9174137797073898,2.10597962898756,2.10597962898756,1.5885824616420225,1.5885824616420225,Monocyte,0.32883131806536725,,,,Fibroblast,resolved,normal_dominant,normal,strong,weak,emt_mesenchymal_transition,emt_mesenchymal,emt_mesenchymal,weak,malignant_state_positive_without_status,-0.04218776856267281,-0.04440817743439243,0.8558251441134019,1.5213468293113317,,-2.150387806421952,True,False,Immune,0.33547288065677683,,0.1892615314236107,-0.06440462919649931,effective,ok,0.3534867951048028,5,5,1.0,1.0,2,2,1.0,False,False,100.0,100.0,0.33547288065677683,1.4421747383881975,0.22146384602186037,Neutrophil,19.727586995979244,Immune,0.6410926058214936,0.0848406676967383,effective,ok,0.5986722719731244,4,5,0.8,1.0,2,2,1.0,False,False,100.0,100.0,19.727586995979244,21.79245314253423,0.5986722719731244,Monocyte,5.797848850726641,Myeloid,0.5551577654858693,-0.2593414290435936,effective,ok,0.684828480007666,3,3,1.0,1.0,2,2,1.0,False,False,100.0,100.0,5.797848850726641,5.420040637614367,0.684828480007666
22,Mast cell,Mast_cell_22,resolved,resolved,False,,Mast cell,Mast_cell_22,assigned,leaf_reached,Immune > Mast cell,2,high,11.042386667554489,2.621824818191809,2.621824818191809,10.004824987619916,10.004824987619916,Plasma cell,1.0375616799345737,,,,Mast cell,resolved,normal_dominant,normal,strong,weak,stress_ifn,stress_ifn,stress_ifn,weak,malignant_support_weak,-0.2501089080719431,-0.2632725348125717,0.039072405181829126,0.5008438430086689,,-2.885097353004381,True,False,Immune,0.09032303684324006,,0.18061318161430942,0.7491158730584191,effective,ok,0.23300682507991258,5,5,1.0,0.8,2,2,1.0,False,False,100.0,100.0,0.10035892982582229,0.4156866587133037,-0.19394475491490012,B cell,0.5282831998280351,Immune,0.38076668026960037,0.09806503422481315,effective,ok,1.0259169022131363,4,4,1.0,0.75,2,2,1.0,False,False,100.0,100.0,0.6037522283748973,2.2366237238536395,0.3317341631571938,Plasma cell,10.560091083037413,B cell,2.3649839797363854,0.09974112426728314,effective,ok,2.3151134176027437,5,5,1.0,1.0,2,2,1.0,False,False,100.0,100.0,10.560091083037413,10.560091083037413,2.3151134176027437
13,tumor_like_transformed_wnt_stem_like.Absorptive-like,tumor_like_transformed_wnt_stem_like.Absorptive_like_13,tumor_like,malignant_integrated_label,True,tumor_like_transformed_wnt_stem_like.Absorptive-like,Absorptive-like,Absorptive_like_13,assigned,leaf_reached,Intestinal epithelial > Absorptive-like,2,high,1.2908291919027144,0.13410724526100704,0.13410724526100704,1.2709330406215282,1.2709330406215282,CD8 T cell,0.01989615128118623,,,,tumor_like_transformed_wnt_stem_like.Absorptive-like,tumor_like,malignant_flag_over_normal,combined,strong,strong,wnt_stem_like,transformed_wnt_stem_like,transformed_wnt_stem_like,strong,malignant_status_pass_state_specific,1.122988802084694,0.9729888020846941,0.4984289416949409,0.506449701911577,,0.838881556823687,True,False,Immune,0.7020124876501893,,0.2821901908749366,0.5636785313260668,effective,ok,0.9178667877548702,5,5,1.0,1.0,2,2,1.0,False,False,100.0,100.0,0.7020124876501893,0.895797564295761,0.0003509252119031636,Mast cell,23.673229441598508,Immune,2.614012676616781,-0.015624283150056248,effective,ok,2.621824818191809,4,5,0.8,1.0,2,2,1.0,False,False,100.0,100.0,23.673229441598508,24.426527775470134,2.621824818191809,Plasma cell,1.9860452715149002,B cell,0.4283183985633756,0.046158226031372415,effective,ok,0.4052392855476894,5,5,1.0,1.0,2,2,1.0,False,False,100.0,100.0,1.9860452715149002,1.9860452715149002,0.4052392855476894
1,Fibroblast,Fibroblast_1,resolved,resolved,False,,Fibroblast,Fibroblast_1,assigned,leaf_reached,Fibroblast,1,high,2.2018140509212745,2.4592083105967593,2.4592083105967593,1.918623225770114,1.918623225770114,Pericyte,0.28319082515116056,,,,Fibroblast,resolved,normal_dominant,normal,strong,weak,emt_mesenchymal_transition,emt_mesenchymal,emt_mesenchymal,weak,malignant_state_positive_without_status,-0.04999745444561186,-0.05262889941643353,0.9189625206406917,1.5770778278658029,,-2.511837210013193,True,False,Intestinal epithelial,3.0632976776319154,,0.4043675355675287,-0.24079136339617607,effective,ok,0.4790495711633087,6,6,1.0,0.8333333333333334,4,4,1.0,False,False,100.0,100.0,3.341779284689362,2.9984340093614508,0.5247632172656167,Stem/TA-like,1.8778169988004985,Intestinal epithelial,0.4837766030669924,0.2971659800396069,effective,ok,0.3351936130471889,4,4,1.0,1.0,1,1,1.0,False,False,100.0,100.0,1.8778169988004985,8.670045022046665,0.3351936130471889,Dendritic cell,1.085370855567513,Myeloid,-0.20896611028309522,0.750853699976074,effective,ok,-0.5843929602711322,5,5,1.0,0.8,2,2,1.0,False,False,100.0,100.0,1.2059676172972367,-1.5733367023321279,-0.5843929602711322
17,unknown,unknown_17,unknown,unknown_rule,False,,Unresolved,Unresolved_17,stopped_at_parent,below_absolute_support,Unresolved,0,none,,,,,,Absorptive-like,1.9987524134358967,Absorptive-like,4.9210909879973865,0.09853660771255554,Unresolved,resolved,normal_only,normal,none,weak,cycling,cycling,cycling,weak,malignant_support_weak,-0.00010021929041926642,-0.00011135476713251824,2.5369985255925647,6.102873881024064,,-0.00011135476713251824,True,False,Mural,0.7647448605632676,,1.169507946970424,-0.7114760806957486,effective,ok,1.3527432743008216,5,5,1.0,1.0,2,2,1.0,False,False,100.0,100.0,0.7647448605632676,2.086644269858683,1.5252459873182982,Pericyte,1.3816710541507717,Mural,1.2210563997399122,0.3773506135145224,effective,ok,1.032381092982651,2,2,1.0,1.0,6,6,1.0,False,False,100.0,100.0,1.3816710541507717,1.3816710541507717,1.032381092982651,CD8 T cell,1.2705425189428652,T cell,-0.031233671682657917,-0.1584482947446176,effective,ok,0.04799047568965088,4,4,1.0,1.0,1,1,1.0,False,False,100.0,100.0,1.2705425189428652,0.59605175946627,0.04799047568965088
21,Plasma cell,Plasma_cell_21,resolved,resolved,False,,Plasma cell,Plasma_cell_21,assigned,leaf_reached,Immune > B cell > Plasma cell,3,high,5.6131044837766115,2.3151134176027437,2.3151134176027437,5.129164632045753,5.129164632045753,Fibroblast,0.4839398517308587,,,,Plasma cell,resolved,normal_dominant,normal,strong,weak,stress_ifn,stress_ifn,stress_ifn,weak,malignant_support_weak,-0.18230987347224964,-0.20256652608027736,0.0025618560374406855,0.21675972679366268,,-2.517679943683021,True,False,Intestinal epithelial,3.6076042551788436,,0.6384889590375624,-0.363539627682285,effective,ok,1.0635089088284506,6,6,1.0,1.0,4,4,1.0,False,False,100.0,100.0,3.6076042551788436,4.040124230092419,0.820258772878705,Goblet-like,13.243649571053965,Intestinal epithelial,1.6755083923622094,0.32049846211131944,effective,ok,1.5152591613065496,3,3,1.0,1.0,1,1,1.0,False,False,100.0,100.0,13.243649571053965,20.813084871677052,1.5152591613065496,Dendritic cell,1.0685956449854475,Myeloid,-0.13576550683714933,0.4885719736315379,effective,ok,-0.3800514936529183,5,5,1.0,0.8,2,2,1.0,False,False,100.0,100.0,1.187328494428275,-1.1103868000541193,-0.3800514936529183
9,Fibroblast,Fibroblast_9,resolved,resolved,False,,Fibroblast,Fibroblast_9,assigned,leaf_reached,Fibroblast,1,high,0.5847886083353384,0.9003777579724429,0.9003777579724429,0.4141885863869882,0.4141885863869882,Capillary endothelial,0.17060002194835025,,,,Fibroblast,resolved,normal_dominant,normal,strong,weak,stress_ifn,stress_ifn,stress_ifn,weak,malignant_support_weak,-0.08622660022907339,-0.08622660022907339,0.002003564727747592,0.2059652365227005,,-0.9866043582015163,True,False,Mural,0.8927860964791234,,0.812500513595489,-0.5855361935406321,effective,ok,1.0306478504480212,5,5,1.0,1.0,2,2,1.0,False,False,100.0,100.0,0.8927860964791234,1.518309799823631,1.1052686103658051,Pericyte,1.1852977981875985,Mural,1.0275117506160572,0.2708906228878408,effective,ok,0.8920664391721367,2,2,1.0,1.0,6,6,1.0,False,False,100.0,100.0,1.1852977981875985,1.1852977981875985,0.8920664391721367,CD8 T cell,1.3278100961394603,T cell,-0.0054019624946689895,-0.13921689655420244,effective,ok,0.06420648578243224,4,4,1.0,1.0,1,1,1.0,False,False,100.0,100.0,1.3278100961394603,1.221816242514072,0.06420648578243224
11,tumor_like_transformed_goblet_mucinous_like.Absorptive-like,tumor_like_transformed_goblet_mucinous_like.Absorptive_like_11,tumor_like,malignant_integrated_label,True,tumor_like_transformed_goblet_mucinous_like.Absorptive-like,Absorptive-like,Absorptive_like_11,assigned,leaf_reached,Intestinal epithelial > Absorptive-like,2,high,3.528086214069723,0.6812846559343506,0.6812846559343506,1.171031019199975,1.171031019199975,Capillary endothelial,2.357055194869748,,,,tumor_like_transformed_goblet_mucinous_like.Absorptive-like,tumor_like,malignant_flag_over_normal,combined,strong,strong,goblet_mucinous_like,transformed_goblet_mucinous_like,transformed_goblet_mucinous_like,strong,malignant_status_pass_state_specific,0.5027694907220719,0.5433233888664862,4.977000232674368,10.687065432869005,,-0.13796126706786438,True,False,Immune,0.8021894810336636,,0.7055196552148135,0.9401836128981352,effective,ok,0.6438021817379694,5,5,1.0,1.0,2,2,1.0,False,False,100.0,100.0,0.8021894810336636,1.4766802405102588,0.2354278487657459,Neutrophil,2.184891542985369,Immune,0.1580737922469299,0.008295520116593513,effective,ok,0.15392603218863316,4,5,0.8,0.75,2,2,1.0,False,False,100.0,100.0,2.497018906268993,6.3153019659123695,0.15392603218863316,Macrophage,2.385181779680751,Myeloid,1.6777311865396687,-0.3529939341506522,effective,ok,1.8542281536149947,3,3,1.0,1.0,2,2,1.0,False,False,100.0,100.0,2.385181779680751,5.123042314720044,1.8542281536149947
5,Goblet-like,Goblet_like_5,resolved,resolved,False,,Goblet-like,Goblet_like_5,assigned,leaf_reached,Intestinal epithelial > Goblet-like,2,high,6.206615325205516,1.5152591613065496,1.5152591613065496,6.173295646482478,6.173295646482478,Plasma cell,0.03331967872303845,,,,Goblet-like,resolved,normal_dominant,normal,strong,weak,goblet_mucinous_like,goblet_mucinous_like,goblet_mucinous_like,weak,malignant_state_positive_without_status,0.3319858003887906,0.27838296046654876,7.460455586493791,15.80176312839937,,-1.2368762008400007,True,False,Immune,1.6067966488420122,,0.5987963093350677,0.6214235205950561,effective,ok,0.33849329242361903,5,5,1.0,1.0,2,2,1.0,False,False,100.0,100.0,1.6067966488420122,1.6067966488420122,0.2880845490375396,T cell,4.842725350070712,Immune,0.6415335443263899,0.5899955030992377,effective,ok,0.4321095301406236,5,5,1.0,1.0,2,2,1.0,False,False,100.0,100.0,4.842725350070712,7.107114052987911,0.34653579277677105,Treg,4.940932562986761,T cell,0.41434958513152476,0.2819297332851583,effective,ok,0.27338471848894563,4,4,1.0,1.0,2,2,1.0,False,False,100.0,100.0,4.940932562986761,8.970646555621167,0.27338471848894563
20,Neutrophil,Neutrophil_20,resolved,resolved,False,,Neutrophil,Neutrophil_20,assigned,leaf_reached,Immune > Neutrophil,2,high,8.250238161575572,0.5986722719731244,0.5986722719731244,5.520201533280316,5.520201533280316,Monocyte,2.730036628295256,,,,Neutrophil,resolved,normal_dominant,normal,strong,weak,stress_ifn,stress_ifn,stress_ifn,weak,malignant_support_weak,-0.1445615589189762,-0.1445615589189762,-0.01615282166652472,-0.40820499917311603,,-0.7432338308921007,True,False,Fibroblast,0.11140488387968171,,0.8747149858229036,-0.05132554429907846,effective,ok,0.9003777579724429,5,5,1.0,1.0,4,4,1.0,False,False,100.0,100.0,0.11140488387968171,0.23185563253488353,0.9003777579724429,Capillary endothelial,0.7937811495203864,Endothelial,0.04455955624489841,-0.0012620219686771128,effective,ok,0.045190567229236964,2,2,1.0,1.0,2,2,1.0,False,False,100.0,100.0,0.7937811495203864,0.7937811495203864,0.045190567229236964,Treg,1.1189090276559095,T cell,0.03032171374286149,0.010132190290080917,effective,ok,0.025255618597821033,4,4,1.0,1.0,2,2,1.0,False,False,100.0,100.0,1.1189090276559095,1.6240037228077215,0.025255618597821033
