,cluster_id,annot_malignant_name,annot_malignant_label,annot_malignant_label_concise,annot_malignant_status_program,annot_malignant_status_label,annot_malignant_state_label,annot_malignant_modifier_labels,annot_malignant_status,annot_malignant_tumor_status_pass,annot_malignant_reason,annot_malignant_score,annot_malignant_decision_score,annot_malignant_status_score,annot_malignant_raw_score,annot_malignant_core_status_score,annot_malignant_core_status_raw_score,annot_malignant_combined_status_score,annot_malignant_combined_status_raw_score,annot_malignant_state_support_score,annot_malignant_state_support_programs,annot_malignant_status_program_count,annot_malignant_status_group_count,annot_malignant_status_decision_source,annot_malignant_label_raw_score,annot_malignant_specificity_score,annot_malignant_program_robust_zscore,annot_malignant_margin,annot_malignant_second_name,annot_malignant_second_score,annot_malignant_competition_group,annot_malignant_reporting_role,annot_malignant_program_report_on_lineages,annot_malignant_specific,annot_malignant_mixed,annot_malignant_positive_programs,annot_malignant_strong_programs,annot_malignant_status_programs,annot_malignant_state_programs,annot_malignant_modifier_programs,annot_malignant_positive_groups,annot_malignant_multigroup_positive,annot_malignant_markers_present,annot_malignant_markers_total,annot_malignant_markers_detection_support_fraction
10,2,goblet_mucinous_like,transformed_goblet_mucinous_like,transformed_goblet_mucinous_like,core_transformation,transformed,goblet_mucinous_like,,strong,True,malignant_status_pass_state_specific,1.518136023445575,1.518136023445575,0.6997872194414312,0.5821276441144565,0.6497872194414311,0.5821276441144565,0.6997872194414312,0.5821276441144565,0.05,wnt_stem_like;goblet_mucinous_like,3,3,status_core,0.5172037370098436,3.0195344530991717,5.532440799882903,2.3355518105941777,wnt_stem_like,-0.8174157871486026,colon_subtype,state,Epithelial;Mammary epithelial;Basal epithelial;Luminal epithelial;Secretory/alveolar epithelial;Intestinal epithelial;Colon epithelial;Absorptive-like;Enterocyte;Goblet-like;Goblet cell;Stem/TA-like;Renal parenchymal;Proximal tubule;Distal/TAL-like;Collecting duct;Podocyte;Hepatic parenchymal;Hepatocyte-like;Cholangiocyte-like;Pancreatic parenchymal;Ductal;Acinar;Endocrine;Pulmonary parenchymal;Alveolar epithelial;Airway epithelial;Cutaneous epithelial;Basal keratinocyte;Suprabasal keratinocyte;Granular/cornified keratinocyte;Differentiated keratinocyte;Squamous epithelial;Basal squamous epithelial;Suprabasal squamous epithelial;Keratinizing squamous epithelial;Activated/stress squamous epithelial;Hair follicle epithelial;Sebaceous/ductal epithelial;Melanocyte;Tumor epithelial,True,False,core_transformation;epithelial_tumor_stress;stemlike_transformation;wnt_stem_like;goblet_mucinous_like,core_transformation;stemlike_transformation;wnt_stem_like;goblet_mucinous_like,core_transformation;stemlike_transformation,wnt_stem_like;goblet_mucinous_like,,core_transformation;stemlike_transformation;colon_subtype,True,5.0,5.0,1.0
11,19,goblet_mucinous_like,transformed_goblet_mucinous_like,transformed_goblet_mucinous_like,core_transformation,transformed,goblet_mucinous_like,,strong,True,malignant_status_pass_state_specific,2.6020019379709263,2.6020019379709263,0.76831523623225,0.6546867207164999,0.7183152362322499,0.6546867207164999,0.76831523623225,0.6546867207164999,0.05,wnt_stem_like;goblet_mucinous_like,3,3,status_core,0.8042484115395924,5.298632227617928,7.840028286500809,4.326641448309516,wnt_stem_like,-1.7246395103385899,colon_subtype,state,Epithelial;Mammary epithelial;Basal epithelial;Luminal epithelial;Secretory/alveolar epithelial;Intestinal epithelial;Colon epithelial;Absorptive-like;Enterocyte;Goblet-like;Goblet cell;Stem/TA-like;Renal parenchymal;Proximal tubule;Distal/TAL-like;Collecting duct;Podocyte;Hepatic parenchymal;Hepatocyte-like;Cholangiocyte-like;Pancreatic parenchymal;Ductal;Acinar;Endocrine;Pulmonary parenchymal;Alveolar epithelial;Airway epithelial;Cutaneous epithelial;Basal keratinocyte;Suprabasal keratinocyte;Granular/cornified keratinocyte;Differentiated keratinocyte;Squamous epithelial;Basal squamous epithelial;Suprabasal squamous epithelial;Keratinizing squamous epithelial;Activated/stress squamous epithelial;Hair follicle epithelial;Sebaceous/ductal epithelial;Melanocyte;Tumor epithelial,True,False,core_transformation;epithelial_tumor_stress;stemlike_transformation;cycling;wnt_stem_like;goblet_mucinous_like,core_transformation;stemlike_transformation;wnt_stem_like;goblet_mucinous_like,core_transformation;stemlike_transformation,wnt_stem_like;goblet_mucinous_like,,core_transformation;stemlike_transformation;colon_subtype,True,5.0,5.0,1.0
12,3,goblet_mucinous_like,transformed_goblet_mucinous_like,transformed_goblet_mucinous_like,core_transformation,transformed,goblet_mucinous_like,,strong,True,malignant_status_pass_state_specific,1.5302753762165506,1.5302753762165506,0.6779052868676033,0.5938934477260538,0.6279052868676033,0.5938934477260538,0.6779052868676033,0.5938934477260538,0.05,wnt_stem_like;goblet_mucinous_like,3,3,status_core,0.5734148367057554,2.9655661854827438,5.984328752445753,2.2477053531258075,wnt_stem_like,-0.7174299769092568,colon_subtype,state,Epithelial;Mammary epithelial;Basal epithelial;Luminal epithelial;Secretory/alveolar epithelial;Intestinal epithelial;Colon epithelial;Absorptive-like;Enterocyte;Goblet-like;Goblet cell;Stem/TA-like;Renal parenchymal;Proximal tubule;Distal/TAL-like;Collecting duct;Podocyte;Hepatic parenchymal;Hepatocyte-like;Cholangiocyte-like;Pancreatic parenchymal;Ductal;Acinar;Endocrine;Pulmonary parenchymal;Alveolar epithelial;Airway epithelial;Cutaneous epithelial;Basal keratinocyte;Suprabasal keratinocyte;Granular/cornified keratinocyte;Differentiated keratinocyte;Squamous epithelial;Basal squamous epithelial;Suprabasal squamous epithelial;Keratinizing squamous epithelial;Activated/stress squamous epithelial;Hair follicle epithelial;Sebaceous/ductal epithelial;Melanocyte;Tumor epithelial,True,False,core_transformation;epithelial_tumor_stress;stemlike_transformation;cycling;wnt_stem_like;goblet_mucinous_like,core_transformation;stemlike_transformation;wnt_stem_like;goblet_mucinous_like,core_transformation;stemlike_transformation,wnt_stem_like;goblet_mucinous_like,,core_transformation;stemlike_transformation;colon_subtype,True,5.0,5.0,1.0
13,16,emt_mesenchymal_transition,emt_mesenchymal,emt_mesenchymal,,,emt_mesenchymal,,weak,False,malignant_state_positive_without_status,0.8558251441134019,0.8558251441134019,-0.04218776856267281,-0.04440817743439243,-0.04218776856267281,-0.04440817743439243,-0.04218776856267281,-0.04440817743439243,0.0,,0,0,no_status_evidence,0.4649727332477079,1.5213468293113317,1.5213468293113317,,,,emt_mesenchymal,state,Epithelial;Mammary epithelial;Basal epithelial;Luminal epithelial;Secretory/alveolar epithelial;Intestinal epithelial;Colon epithelial;Absorptive-like;Enterocyte;Goblet-like;Goblet cell;Stem/TA-like;Renal parenchymal;Proximal tubule;Distal/TAL-like;Collecting duct;Podocyte;Hepatic parenchymal;Hepatocyte-like;Cholangiocyte-like;Pancreatic parenchymal;Ductal;Acinar;Endocrine;Pulmonary parenchymal;Alveolar epithelial;Airway epithelial;Cutaneous epithelial;Basal keratinocyte;Suprabasal keratinocyte;Granular/cornified keratinocyte;Differentiated keratinocyte;Squamous epithelial;Basal squamous epithelial;Suprabasal squamous epithelial;Keratinizing squamous epithelial;Activated/stress squamous epithelial;Hair follicle epithelial;Sebaceous/ductal epithelial;Melanocyte;Tumor epithelial,False,False,emt_mesenchymal_transition,emt_mesenchymal_transition,,emt_mesenchymal_transition,,emt_mesenchymal,False,14.0,14.0,0.9285714285714286
14,22,stress_ifn,stress_ifn,stress_ifn,,,,,weak,False,malignant_support_weak,0.039072405181829126,0.039072405181829126,-0.2501089080719431,-0.2632725348125717,-0.2501089080719431,-0.2632725348125717,-0.2501089080719431,-0.2632725348125717,0.0,,0,0,no_status_evidence,0.015008363988360224,0.5008438430086689,0.5008438430086689,,,,stress_ifn,modifier,Epithelial;Mammary epithelial;Basal epithelial;Luminal epithelial;Secretory/alveolar epithelial;Intestinal epithelial;Colon epithelial;Absorptive-like;Enterocyte;Goblet-like;Goblet cell;Stem/TA-like;Renal parenchymal;Proximal tubule;Distal/TAL-like;Collecting duct;Podocyte;Hepatic parenchymal;Hepatocyte-like;Cholangiocyte-like;Pancreatic parenchymal;Ductal;Acinar;Endocrine;Pulmonary parenchymal;Alveolar epithelial;Airway epithelial;Cutaneous epithelial;Basal keratinocyte;Suprabasal keratinocyte;Granular/cornified keratinocyte;Differentiated keratinocyte;Squamous epithelial;Basal squamous epithelial;Suprabasal squamous epithelial;Keratinizing squamous epithelial;Activated/stress squamous epithelial;Hair follicle epithelial;Sebaceous/ductal epithelial;Melanocyte;Tumor epithelial,False,False,,,,,,,False,6.0,6.0,1.0
15,13,wnt_stem_like,transformed_wnt_stem_like,transformed_wnt_stem_like,core_transformation,transformed,wnt_stem_like,,strong,True,malignant_status_pass_state_specific,0.4984289416949409,0.4984289416949409,1.122988802084694,0.9729888020846941,1.072988802084694,0.9729888020846941,1.122988802084694,0.9729888020846941,0.05,wnt_stem_like,3,3,status_core,0.4930817682171834,0.506449701911577,1.9028415623441823,,,,colon_subtype,state,Epithelial;Mammary epithelial;Basal epithelial;Luminal epithelial;Secretory/alveolar epithelial;Intestinal epithelial;Colon epithelial;Absorptive-like;Enterocyte;Goblet-like;Goblet cell;Stem/TA-like;Renal parenchymal;Proximal tubule;Distal/TAL-like;Collecting duct;Podocyte;Hepatic parenchymal;Hepatocyte-like;Cholangiocyte-like;Pancreatic parenchymal;Ductal;Acinar;Endocrine;Pulmonary parenchymal;Alveolar epithelial;Airway epithelial;Cutaneous epithelial;Basal keratinocyte;Suprabasal keratinocyte;Granular/cornified keratinocyte;Differentiated keratinocyte;Squamous epithelial;Basal squamous epithelial;Suprabasal squamous epithelial;Keratinizing squamous epithelial;Activated/stress squamous epithelial;Hair follicle epithelial;Sebaceous/ductal epithelial;Melanocyte;Tumor epithelial,True,False,core_transformation;epithelial_tumor_stress;stemlike_transformation;emt_mesenchymal_transition;wnt_stem_like,core_transformation;epithelial_tumor_stress;wnt_stem_like,core_transformation;epithelial_tumor_stress,wnt_stem_like,,core_transformation;tumor_epithelial_stress;colon_subtype,True,5.0,5.0,1.0
16,1,emt_mesenchymal_transition,emt_mesenchymal,emt_mesenchymal,,,emt_mesenchymal,,weak,False,malignant_state_positive_without_status,0.9189625206406917,0.9189625206406917,-0.04999745444561186,-0.05262889941643353,-0.04999745444561186,-0.05262889941643353,-0.04999745444561186,-0.05262889941643353,0.0,,0,0,no_status_evidence,0.4802189824906175,1.5770778278658029,1.5770778278658029,,,,emt_mesenchymal,state,Epithelial;Mammary epithelial;Basal epithelial;Luminal epithelial;Secretory/alveolar epithelial;Intestinal epithelial;Colon epithelial;Absorptive-like;Enterocyte;Goblet-like;Goblet cell;Stem/TA-like;Renal parenchymal;Proximal tubule;Distal/TAL-like;Collecting duct;Podocyte;Hepatic parenchymal;Hepatocyte-like;Cholangiocyte-like;Pancreatic parenchymal;Ductal;Acinar;Endocrine;Pulmonary parenchymal;Alveolar epithelial;Airway epithelial;Cutaneous epithelial;Basal keratinocyte;Suprabasal keratinocyte;Granular/cornified keratinocyte;Differentiated keratinocyte;Squamous epithelial;Basal squamous epithelial;Suprabasal squamous epithelial;Keratinizing squamous epithelial;Activated/stress squamous epithelial;Hair follicle epithelial;Sebaceous/ductal epithelial;Melanocyte;Tumor epithelial,False,False,emt_mesenchymal_transition,emt_mesenchymal_transition,,emt_mesenchymal_transition,,emt_mesenchymal,False,14.0,14.0,1.0
17,17,cycling,cycling,cycling,,,,,weak,False,malignant_support_weak,2.5369985255925647,2.5369985255925647,-0.00010021929041926642,-0.00011135476713251824,-0.00010021929041926642,-0.00011135476713251824,-0.00010021929041926642,-0.00011135476713251824,0.0,,0,0,no_status_evidence,0.1597482886382314,6.102873881024064,6.102873881024064,,,,proliferation,modifier,Epithelial;Mammary epithelial;Basal epithelial;Luminal epithelial;Secretory/alveolar epithelial;Intestinal epithelial;Colon epithelial;Absorptive-like;Enterocyte;Goblet-like;Goblet cell;Stem/TA-like;Renal parenchymal;Proximal tubule;Distal/TAL-like;Collecting duct;Podocyte;Hepatic parenchymal;Hepatocyte-like;Cholangiocyte-like;Pancreatic parenchymal;Ductal;Acinar;Endocrine;Pulmonary parenchymal;Alveolar epithelial;Airway epithelial;Cutaneous epithelial;Basal keratinocyte;Suprabasal keratinocyte;Granular/cornified keratinocyte;Differentiated keratinocyte;Squamous epithelial;Basal squamous epithelial;Suprabasal squamous epithelial;Keratinizing squamous epithelial;Activated/stress squamous epithelial;Hair follicle epithelial;Sebaceous/ductal epithelial;Melanocyte;Tumor epithelial,False,False,cycling,,,,,,False,6.0,6.0,1.0
18,21,stress_ifn,stress_ifn,stress_ifn,,,,,weak,False,malignant_support_weak,0.0025618560374406855,0.0025618560374406855,-0.18230987347224964,-0.20256652608027736,-0.18230987347224964,-0.20256652608027736,-0.18230987347224964,-0.20256652608027736,0.0,,0,0,no_status_evidence,0.0019050292580356694,0.21675972679366268,0.21675972679366268,,,,stress_ifn,modifier,Epithelial;Mammary epithelial;Basal epithelial;Luminal epithelial;Secretory/alveolar epithelial;Intestinal epithelial;Colon epithelial;Absorptive-like;Enterocyte;Goblet-like;Goblet cell;Stem/TA-like;Renal parenchymal;Proximal tubule;Distal/TAL-like;Collecting duct;Podocyte;Hepatic parenchymal;Hepatocyte-like;Cholangiocyte-like;Pancreatic parenchymal;Ductal;Acinar;Endocrine;Pulmonary parenchymal;Alveolar epithelial;Airway epithelial;Cutaneous epithelial;Basal keratinocyte;Suprabasal keratinocyte;Granular/cornified keratinocyte;Differentiated keratinocyte;Squamous epithelial;Basal squamous epithelial;Suprabasal squamous epithelial;Keratinizing squamous epithelial;Activated/stress squamous epithelial;Hair follicle epithelial;Sebaceous/ductal epithelial;Melanocyte;Tumor epithelial,False,False,,,,,,,False,6.0,6.0,0.8333333333333334
19,9,stress_ifn,stress_ifn,stress_ifn,,,,,weak,False,malignant_support_weak,0.002003564727747592,0.002003564727747592,-0.08622660022907339,-0.08622660022907339,-0.08622660022907339,-0.08622660022907339,-0.08622660022907339,-0.08622660022907339,0.0,,0,0,no_status_evidence,0.0014071351091188798,0.2059652365227005,0.2059652365227005,,,,stress_ifn,modifier,Epithelial;Mammary epithelial;Basal epithelial;Luminal epithelial;Secretory/alveolar epithelial;Intestinal epithelial;Colon epithelial;Absorptive-like;Enterocyte;Goblet-like;Goblet cell;Stem/TA-like;Renal parenchymal;Proximal tubule;Distal/TAL-like;Collecting duct;Podocyte;Hepatic parenchymal;Hepatocyte-like;Cholangiocyte-like;Pancreatic parenchymal;Ductal;Acinar;Endocrine;Pulmonary parenchymal;Alveolar epithelial;Airway epithelial;Cutaneous epithelial;Basal keratinocyte;Suprabasal keratinocyte;Granular/cornified keratinocyte;Differentiated keratinocyte;Squamous epithelial;Basal squamous epithelial;Suprabasal squamous epithelial;Keratinizing squamous epithelial;Activated/stress squamous epithelial;Hair follicle epithelial;Sebaceous/ductal epithelial;Melanocyte;Tumor epithelial,False,False,,,,,,,False,6.0,6.0,1.0
20,11,goblet_mucinous_like,transformed_goblet_mucinous_like,transformed_goblet_mucinous_like,core_transformation,transformed,goblet_mucinous_like,,strong,True,malignant_status_pass_state_specific,4.977000232674368,4.977000232674368,0.5027694907220719,0.5433233888664862,0.45276949072207184,0.5433233888664862,0.5027694907220719,0.5433233888664862,0.05,goblet_mucinous_like,1,1,status_core,1.1702900992112766,10.687065432869005,10.78268248984203,,,,colon_subtype,state,Epithelial;Mammary epithelial;Basal epithelial;Luminal epithelial;Secretory/alveolar epithelial;Intestinal epithelial;Colon epithelial;Absorptive-like;Enterocyte;Goblet-like;Goblet cell;Stem/TA-like;Renal parenchymal;Proximal tubule;Distal/TAL-like;Collecting duct;Podocyte;Hepatic parenchymal;Hepatocyte-like;Cholangiocyte-like;Pancreatic parenchymal;Ductal;Acinar;Endocrine;Pulmonary parenchymal;Alveolar epithelial;Airway epithelial;Cutaneous epithelial;Basal keratinocyte;Suprabasal keratinocyte;Granular/cornified keratinocyte;Differentiated keratinocyte;Squamous epithelial;Basal squamous epithelial;Suprabasal squamous epithelial;Keratinizing squamous epithelial;Activated/stress squamous epithelial;Hair follicle epithelial;Sebaceous/ductal epithelial;Melanocyte;Tumor epithelial,True,False,core_transformation;epithelial_tumor_stress;goblet_mucinous_like,core_transformation;goblet_mucinous_like,core_transformation,goblet_mucinous_like,,core_transformation;colon_subtype,True,5.0,5.0,1.0
21,5,goblet_mucinous_like,goblet_mucinous_like,goblet_mucinous_like,,,goblet_mucinous_like,,weak,False,malignant_state_positive_without_status,7.460455586493791,7.460455586493791,0.3319858003887906,0.27838296046654876,0.2819858003887906,0.27838296046654876,0.3319858003887906,0.27838296046654876,0.05,goblet_mucinous_like,2,2,no_status_evidence,1.8995838918900714,15.80176312839937,16.64556509796123,,,,colon_subtype,state,Epithelial;Mammary epithelial;Basal epithelial;Luminal epithelial;Secretory/alveolar epithelial;Intestinal epithelial;Colon epithelial;Absorptive-like;Enterocyte;Goblet-like;Goblet cell;Stem/TA-like;Renal parenchymal;Proximal tubule;Distal/TAL-like;Collecting duct;Podocyte;Hepatic parenchymal;Hepatocyte-like;Cholangiocyte-like;Pancreatic parenchymal;Ductal;Acinar;Endocrine;Pulmonary parenchymal;Alveolar epithelial;Airway epithelial;Cutaneous epithelial;Basal keratinocyte;Suprabasal keratinocyte;Granular/cornified keratinocyte;Differentiated keratinocyte;Squamous epithelial;Basal squamous epithelial;Suprabasal squamous epithelial;Keratinizing squamous epithelial;Activated/stress squamous epithelial;Hair follicle epithelial;Sebaceous/ductal epithelial;Melanocyte;Tumor epithelial,False,False,core_transformation;stemlike_transformation;wnt_stem_like;goblet_mucinous_like,goblet_mucinous_like,,goblet_mucinous_like,,colon_subtype,False,5.0,5.0,1.0
22,20,stress_ifn,stress_ifn,stress_ifn,,,,,weak,False,malignant_support_weak,-0.01615282166652472,-0.01615282166652472,-0.1445615589189762,-0.1445615589189762,-0.1445615589189762,-0.1445615589189762,-0.1445615589189762,-0.1445615589189762,0.0,,0,0,no_status_evidence,-0.026921369444207865,-0.40820499917311603,-0.40820499917311603,,,,stress_ifn,modifier,Epithelial;Mammary epithelial;Basal epithelial;Luminal epithelial;Secretory/alveolar epithelial;Intestinal epithelial;Colon epithelial;Absorptive-like;Enterocyte;Goblet-like;Goblet cell;Stem/TA-like;Renal parenchymal;Proximal tubule;Distal/TAL-like;Collecting duct;Podocyte;Hepatic parenchymal;Hepatocyte-like;Cholangiocyte-like;Pancreatic parenchymal;Ductal;Acinar;Endocrine;Pulmonary parenchymal;Alveolar epithelial;Airway epithelial;Cutaneous epithelial;Basal keratinocyte;Suprabasal keratinocyte;Granular/cornified keratinocyte;Differentiated keratinocyte;Squamous epithelial;Basal squamous epithelial;Suprabasal squamous epithelial;Keratinizing squamous epithelial;Activated/stress squamous epithelial;Hair follicle epithelial;Sebaceous/ductal epithelial;Melanocyte;Tumor epithelial,False,False,,,,,,,False,6.0,6.0,1.0
