cluster,cluster_expr,clusterprime_expr,gene,cluster_prop,clusterprime_prop,ncells,typ,fold_change,fold_change_prop
0,1.30000257356275,3.50507476769293,A1BG,0.76816182937555,0.693791692330177,17055,celltype,0.370891538618566,1.10719375551413
0,0.0339598390367881,0.319831476805953,A2M,0.0482556435063031,0.129458926203923,17055,celltype,0.106180415311005,0.372748677293144
0,0.0957773049770829,0.102309609001952,AAAS,0.158194077982996,0.0694846071134031,17055,celltype,0.936151607961432,2.2766780234479
0,0.0595394145977815,0.0907282083540668,AAK1,0.0972148929932571,0.0627303191322776,17055,celltype,0.656239285200353,1.54972737805244
0,0.266799727183934,0.165678092592976,AAMP,0.349047200234535,0.119050850288649,17055,celltype,1.61035006504683,2.93191690263648
0,0.133685072048306,0.144445866732732,AARS1,0.196892406918792,0.0973682287480035,17055,celltype,0.925502924190025,2.02214222699239
0,0.0253175372131434,0.049736863576475,AASS,0.0444444444444444,0.0321115762441148,17055,celltype,0.509029628983648,1.38406299667678
0,0.0322971985216616,0.0408700803916248,AATK,0.0573438874230431,0.0257644246327943,17055,celltype,0.790240640884084,2.22570029179122
0,0.026681151732208,0.0451419289494192,ABAT,0.0444444444444444,0.0287709701328935,17055,celltype,0.591050324014816,1.54476697306886
0,0.0421587112751034,0.0703261106305205,ABCA1,0.0662562298446203,0.046100364334854,17055,celltype,0.599474518029256,1.4372170545847
0,0.0496247328507447,0.0433943527909781,ABCA2,0.0881266490765172,0.0325709095844077,17055,celltype,1.14357582632415,2.70568584669508
0,0.0559259390219627,0.083043707542122,ABCA5,0.0881266490765172,0.0585963190696412,17055,celltype,0.673451856585227,1.50396220233185
0,0.040124375652437,0.0788093428199114,ABCB1,0.0647317502198769,0.0466432128279275,17055,celltype,0.509132219819748,1.38780642016836
0,0.11955006328264,0.106449237313715,ABCB10,0.183992963940194,0.0733054253531125,17055,celltype,1.12307111163526,2.50995015790303
0,0.0525182932357459,0.0445195390871881,ABCB7,0.0914687774846086,0.0331763944420666,17055,celltype,1.17966839532846,2.75704394714542
0,0.100031065192585,0.0751617629304734,ABCB8,0.15842861330988,0.0556732887223226,17055,celltype,1.33087704828207,2.84568447357335
0,0.0719288592887736,0.0695272245750507,ABCB9,0.115039577836412,0.0457767431178294,17055,celltype,1.03454236420915,2.51305728632331
0,0.104235321560004,0.0757805083640339,ABCC1,0.165054236294342,0.0557672432692007,17055,celltype,1.37548986949625,2.95969868005827
0,0.367008713823343,0.195194435745753,ABCC3,0.423453532688361,0.14195488093871,17055,celltype,1.88022118776677,2.98301495438673
0,0.0865228632662162,0.107057186489431,ABCC4,0.137144532395192,0.0690252737731102,17055,celltype,0.808192949053053,1.98687415345854
0,0.0444520956449176,0.0625359643656872,ABCC8,0.0786279683377309,0.0368823793467027,17055,celltype,0.71082450068217,2.13185726437577
0,0.0332882629980238,0.046100710543005,ABCC9,0.0503664614482556,0.0284264701276738,17055,celltype,0.72207700501646,1.77181553749168
0,0.118451943078299,0.124766468667168,ABCD1,0.1753151568455,0.0690565919554029,17055,celltype,0.949389241706325,2.53871718660428
0,0.117903860528803,0.0958857210790402,ABCE1,0.182175315156846,0.0675324404171582,17055,celltype,1.22962897084137,2.69759709602557
0,0.0812557463787816,0.116903207020657,ABCG1,0.121547933157432,0.0766982284348216,17055,celltype,0.695068582373653,1.5847554192301
0,0.113709059795573,0.0796458511380211,ABHD12,0.186924655526239,0.0630956979256924,17055,celltype,1.42768340310058,2.96255785531336
0,0.189676157658545,0.21495951076965,ABHD2,0.259806508355321,0.142372456702613,17055,celltype,0.8823808585134,1.82483687064559
0,0.0922797885486759,0.0848993622400277,ABHD3,0.145060099677514,0.06546544038584,17055,celltype,1.08693146937644,2.21582714211589
