cluster,cluster_expr,clusterprime_expr,gene,cluster_prop,clusterprime_prop,ncells,typ,fold_change,fold_change_prop
epithelial,1.97670544334347,3.9705088836335,A1BG,0.767835416436235,0.663059387058145,45205,celltype,0.497846875873136,1.1580190725343
epithelial,0.0388862921644877,0.435509634869323,A2M,0.0449950226744829,0.165432208276046,45205,celltype,0.08928916618838,0.271984658509803
epithelial,0.088404456860299,0.109955474045628,AAAS,0.123968587545625,0.0554397480817847,45205,celltype,0.804002325737904,2.23609579471297
epithelial,0.075049388904243,0.0933425422006367,AAK1,0.0951664638867382,0.0497479339453882,45205,celltype,0.804021265490358,1.91297318982552
epithelial,0.229393292718409,0.148593541156401,AAMP,0.271474394425395,0.0751762983989001,45205,celltype,1.54376355077886,3.61117001245392
epithelial,0.136065660489112,0.147333196457306,AARS1,0.17117575489437,0.0731361156694904,45205,celltype,0.923523440479631,2.34050924536286
epithelial,0.0264764635773435,0.0591248792893431,AASS,0.0373852449950227,0.031696751969959,45205,celltype,0.447805795049051,1.17946611786769
epithelial,0.0299179420698468,0.0460279123654831,AATK,0.0439774361243225,0.0215549740541979,45205,celltype,0.649995633785959,2.0402453750928
epithelial,0.034318532749538,0.0477205878955627,ABAT,0.0439331932308373,0.0225898493517246,45205,celltype,0.719155699100872,1.94482010688944
epithelial,0.0389336347641302,0.0842038160981147,ABCA1,0.0521402499723482,0.0471459617687497,45205,celltype,0.462373756538119,1.10593247048592
epithelial,0.0467324017503263,0.0427344368925142,ABCA2,0.0704125649817498,0.0212888632634053,45205,celltype,1.09355370395702,3.30748354717399
epithelial,0.1052623470308,0.0613573466042737,ABCA5,0.111978763411127,0.0303661980159962,45205,celltype,1.71556224081352,3.68761223753264
epithelial,0.0778121428747249,0.0697217525785025,ABCB1,0.0721822807211592,0.0341361008855576,45205,celltype,1.11603825200913,2.11454380695536
epithelial,0.114945698523335,0.10407422893003,ABCB10,0.147682778453711,0.0515072219511835,45205,celltype,1.10445880507666,2.86722468926161
epithelial,0.0498756463476444,0.0429568171181861,ABCB7,0.0717619732330495,0.022087195635783,45205,celltype,1.16106475511029,3.24903054314371
epithelial,0.0848910784927153,0.0749301318204835,ABCB8,0.120672491980976,0.0381425466802679,45205,celltype,1.13293646267827,3.16372404266867
epithelial,0.0636250335386228,0.0740772523074064,ABCB9,0.0868709213582568,0.0357771174287784,45205,celltype,0.858901100631961,2.42811404611316
epithelial,0.0726869657576009,0.0850225425235091,ABCC1,0.111381484349076,0.0461554382696885,45205,celltype,0.854914045148705,2.41318224947338
epithelial,0.398754995311019,0.102474597444508,ABCC3,0.386505917487004,0.0494966070874174,45205,celltype,3.89125700666406,7.80873559281315
epithelial,0.0776102506260246,0.121559276244659,ABCC4,0.103218670501051,0.0633491521414527,45205,celltype,0.638456011121852,1.62936151490352
epithelial,0.0489311525529505,0.0670684984346992,ABCC8,0.0637318880654795,0.0294643781138659,45205,celltype,0.729569823314174,2.16301487237185
epithelial,0.0333667818030261,0.0513803627629766,ABCC9,0.0422519632783984,0.0247187356780651,45205,celltype,0.649407283419755,1.70930923930272
epithelial,0.109493502451012,0.133381365015288,ABCD1,0.130870478929322,0.0545379281796544,45205,celltype,0.820905547326355,2.39962322181032
epithelial,0.10452302030725,0.0956650007571123,ABCE1,0.137949341886959,0.0493783356248429,45205,celltype,1.09259415125734,2.79372198639995
epithelial,0.112369194915464,0.110945172337079,ABCG1,0.12620285366663,0.0549223104330214,45205,celltype,1.01283537217878,2.29784312916945
epithelial,0.101891300015557,0.0733677432913826,ABHD12,0.143855768167238,0.0403453526707175,45205,celltype,1.38877516800391,3.56560938607554
epithelial,0.240803470046277,0.191312850217473,ABHD2,0.258511226634222,0.0943658432016085,45205,celltype,1.2586894700097,2.7394576031279
epithelial,0.123637082276241,0.0608715468094013,ABHD3,0.146687313350293,0.0312532339853048,45205,celltype,2.03111451501912,4.69350830762875
epithelial,0.088637472221467,0.104760034817097,ABHD5,0.121336135383254,0.048905249774545,45205,celltype,0.8461000645544,2.48104520358485
epithelial,0.0631189949752138,0.0674929716428023,ABHD6,0.0822254175423073,0.0338108543634778,45205,celltype,0.935193597775822,2.431923685168
epithelial,0.316433480787619,0.231559621801534,ABI1,0.331998672713195,0.10867669017312,45205,celltype,1.36653134223387,3.05492072112546
epithelial,0.052318128383238,0.0577624798769276,ABI2,0.0765844486229399,0.0321550538874351,45205,celltype,0.905745883741666,2.38172353531231
epithelial,0.0355996178454619,0.0868783115216502,ABI3BP,0.046609888286694,0.0385269289336349,45205,celltype,0.409764154274458,1.20980025080593
epithelial,0.0856287365016847,0.0921911415596744,ABL1,0.12290675810198,0.0545527121124762,45205,celltype,0.928817401032593,2.25299079262223
epithelial,0.0583699570142771,0.0774329049381111,ABL2,0.0784647715960624,0.0416611226918585,45205,celltype,0.753813344093571,1.88340511551783
epithelial,0.189173475232709,0.0742117797451288,ABLIM1,0.230483353611326,0.0361762836149673,45205,celltype,2.54910306534087,6.37111749964189
epithelial,0.224681355038536,0.106346429395149,ABR,0.264904324742838,0.0618116231279845,45205,celltype,2.11273059487209,4.2856717124923
